aaaa,аааа：ああああ
avtokhit,автохіт：自動車ヒット
avtotsentr,автоцентр：自動車センター
avtotsyvilka,автоцивілка：自動車民事保険
avtotsyvilnyy,автоцивільний：自動車民事の
avtotsytata,автоцитата：自己引用
avtoshyna,автошина：自動車タイヤ
avtoshkola,автошкола：自動車学校
avtoshlyakhovyk,автошляховик：道路労働者
avtoshou,автошоу：オートショー
avtoshrot,автошрот：自動車スクラップ
avtoyuryst,автоюрист：自動車弁護士
avtoyevrosyla,автоєвросила：オートユーロシラ
avtoilyustratsiya,автоілюстрація：自動イラスト
avtoimport,автоімпорт：自動車輸入
avtoimporter,автоімпортер：自動車輸入業者
avtoimunnyy,автоімунний：自己免疫の（重複）
avtoindustriya,автоіндустрія：自動車産業
avtoinformator,автоінформатор：自動案内装置
avtraliyskyy,автралійський：オーストラリアの（誤綴）
avtraliyets,автралієць：オーストラリア人（綴り誤り）
avtriyskyy,автрійський：オーストリアの（誤字）
avtivka,автівка：車
avtim,автім：（略称）
avi,аві：アビ（人名）
avia,авіа：航空
aviaadministratsiya,авіаадміністрація：航空管理局
aviaalyans,авіаальянс：航空アライアンス
aviaataka,авіаатака：空襲
aviabezpeka,авіабезпека：航空安全
aviabenzyn,авіабензин：航空燃料
aviablokada,авіаблокада：空中封鎖
aviabombarduvannya,авіабомбардування：空爆
aviabort,авіаборт：航空機上
aviabryhada,авіабригада：航空旅団
aviabuduvannya,авіабудування：航空機製造
aviabudivelnyy,авіабудівельний：航空機製造の
aviabudivnytstvo,авіабудівництво：航空機製造
aviabiznes,авіабізнес：航空ビジネス
aviabilet,авіабілет：航空券
aviavantazh,авіавантаж：航空貨物
aviavyrobnyk,авіавиробник：航空機メーカー
aviavyrobnytstvo,авіавиробництво：航空機製造
aviavystavka,авіавиставка：航空展示会
aviavlada,авіавлада：航空当局
aviavlast,авіавласть：航空当局
aviavuzol,авіавузол：航空拠点
aviahavan,авіагавань：空港（複数属格）
aviahaluz,авіагалузь：航空産業
aviaharmata,авіагармата：航空機関砲
aviaharnizon,авіагарнізон：航空駐屯地
aviahas,авіагас：航空燃料
aviahoryzont,авіагоризонт：人工地平線
aviahrupa,авіагрупа：航空群
aviahihant,авіагігант：航空大手
aviadarts,авіадартс：航空ダーツ
aviadvyhunobuduvannya,авіадвигунобудування：航空エンジン製造
aviadetal,авіадеталь：航空部品
aviadyvizion,авіадивізіон：航空師団
aviadyviziya,авіадивізія：航空師団
aviadyspetcher,авіадиспетчер：航空管制官
aviadyspetcherskyy,авіадиспетчерський：航空管制の
aviadostavka,авіадоставка：航空配送
aviaekspert,авіаексперт：航空専門家
aviaeksport,авіаекспорт：航空輸出
aviaeskadrylya,авіаескадрилья：航空中隊
aviazahin,авіазагін：航空部隊
aviazapravnyk,авіазаправник：航空燃料補給車
aviazapchastyna,авіазапчастина：航空部品
aviakampaniya,авіакампанія：航空会社
aviakasa,авіакаса：航空券売場
aviakastrof,авіакастроф：航空事故
aviakastrofa,авіакастрофа：航空事故
aviaklub,авіаклуб：航空クラブ
aviakompaniya-loukoster,авіакомпанія-лоукостер：格安航空会社
aviakompleks,авіакомплекс：航空複合施設
aviakon,авіакон：アヴィアコン
aviakonstruktorskyy,авіаконструкторський：航空設計の
aviakontsern,авіаконцерн：航空コンツェルン
aviakorporatsiya,авіакорпорація：航空会社
aviakorpus,авіакорпус：航空軍団
aviakosmichnyy,авіакосмічний：航空宇宙の
aviakrylo,авіакрило：航空翼
aviakin,авіакін：航空機
aviakir,авіакір：航空会社
avialanka,авіаланка：航空小隊
avialyubytel,авіалюбитель：航空愛好家
aviamaysternya,авіамайстерня：航空工場
aviamandrivnyk,авіамандрівник：航空旅行者
aviamarshrut,авіамаршрут：航空路
aviamatka,авіаматка：航空母艦
aviamashyna,авіамашина：航空機
aviamekhanik,авіамеханік：航空整備士
aviamodelnyy,авіамодельний：航空模型の
aviamodelyuvannya,авіамоделювання：飛行機模型製作
aviamodelizm,авіамоделізм：航空模型
aviamotor,авіамотор：航空エンジン
aviamotornyy,авіамоторний：航空エンジンの
aviamist,авіаміст：エアブリッジ
aviamistechko,авіамістечко：航空町
avianavchannya,авіанавчання：航空訓練
avianavihatsiynyy,авіанавігаційний：航空航法の
avianavihatsiya,авіанавігація：航空航法
avianavidnyk,авіанавідник：航空誘導士
avianalit,авіаналіт：航空攻撃
avianapad,авіанапад：空襲
avianapryamok,авіанапрямок：航空方向
avianesuchyy,авіанесучий：航空母艦の
aviano,авіано：航空
avianovyy,авіановий：航空の
avianosnyy,авіаносний：空母の
aviaobstril,авіаобстріл：空爆
aviaoperator,авіаоператор：航空オペレーター
aviapalyvo,авіапаливо：航空燃料
aviapalne,авіапальне：航空燃料（重複）
aviaparad,авіапарад：航空パレード
aviapatrulyuvannya,авіапатрулювання：航空哨戒
aviaperevezennya,авіаперевезення：航空輸送
aviapereviznyk,авіаперевізник：航空会社
aviaperelit,авіапереліт：飛行
aviapersonal,авіаперсонал：航空職員
aviapodorozh,авіаподорож：飛行機旅行
aviapodiya,авіаподія：航空イベント
aviapokaz,авіапоказ：航空ショー
aviapolovyy,авіапольовий：航空野戦の
aviapolihon,авіаполігон：航空試験場
